Operating Unit,Indicator,Description,Fine Age,Sex,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",60-64,Male,,,,,,,,,,,,,,,,,9993,10264,10762
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",65+,Male,,,,,,,,,,,,,,,,,11073,11742,12220
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",45-49,Male,12291,14059,14609,16642,17162,17360,17415,17249,17802,18536,19172,19787,20431,21301,21518,22193,22179,22884,23724
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",30-34,Male,10617,10726,11172,12742,13121,13244,13399,13533,13815,13095,12857,13016,12275,11568,11044,11076,10999,10440,10544
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",4-Jan,Unknown Sex,993,866,843,1039,1079,1000,979,960,929,831,832,871,825,657,685,681,649,608,640
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",60-64,Female,,,,,,,,,,,,,,,,,15106,15572,15744
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",30-34,Female,24606,27908,30273,35264,35787,35948,36374,36331,38085,37830,37591,37708,36503,37346,37086,36727,37024,35952,36644
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",45-49,Female,17272,19971,20274,23576,23831,24207,24567,24766,25705,27799,29214,29798,30165,31436,31053,31587,31579,32662,34247
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50+,Male,25179,29467,31352,35962,37129,41428,41460,42138,43625,45364,45501,46347,46946,50176,50031,50937,,,
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Unknown Age,Female,,,,,,,,4,,,,,,,,,,,
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50-54,Male,,,,,,,,,,,,,,,,,17269,17416,18048
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",<01,Unknown Sex,37,38,43,23,52,42,42,28,22,27,33,25,34,24,38,28,35,34,33
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",55-59,Female,,,,,,,,,,,,,,,,,18927,19678,20744
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",35-39,Female,25322,29260,30622,35660,36724,38378,38329,38530,39967,40857,41982,42630,42440,42788,42755,42531,42699,43705,44682
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50+,Female,39902,45999,48365,56510,57896,63456,64028,64099,65473,68916,69080,70178,70625,74847,75554,77520,,,
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",20-24,Male,2035,2161,2161,2355,2400,2672,2623,2751,2646,2786,2895,2779,2946,2876,2703,2896,2859,3019,3507
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",25-29,Male,4212,5209,4641,6897,6998,6673,5597,5680,5820,5361,5583,5188,4891,4515,4211,4252,4225,4165,4290
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Female,,,,,,,,,,,,,,,,,,,
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50-54,Female,,,,,,,,,,,,,,,,,24474,24442,25026
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",15-19,Female,3642,3961,4239,4584,4725,4890,4901,5136,5283,4656,5039,5120,5126,5076,4797,5020,5074,4999,4934
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Unknown Age,Male,,,,,,,,4,,,,,,,,,,,
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",65+,Female,,,,,,,,,,,,,,,,,18895,20222,20905
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",25-29,Female,18415,21188,21559,26789,27852,28133,25867,26649,27477,26410,25933,26529,25204,25150,23846,23370,23836,22982,23461
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",35-39,Male,13928,15819,17404,19792,19404,20552,20507,21128,21838,22079,22087,22503,22370,21409,20636,21099,21011,20719,20984
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",40-44,Female,19985,22710,25264,29019,29604,32551,33117,33183,34221,35855,35649,36075,36654,38739,38878,39263,39555,40747,42668
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Unknown Sex,,,,,,,,,,,,,,,,,,,
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",20-24,Female,9270,10482,10587,12399,13193,13308,13243,13082,13315,11969,12276,12261,11390,11587,11419,10826,11307,10958,10875
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",9-May,Unknown Sex,3674,3730,3889,4510,4109,3984,3935,3915,3948,3405,3526,3476,3401,3141,2997,3069,3019,2767,2772
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Male,,,,,,,,,,,,,,,,,,,
Lesotho,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",40-44,Male,13091,14712,16451,18931,19025,21472,21822,22022,22837,23278,23599,24487,24529,25145,24665,25274,25320,25460,26200
Lesotho,TX_TB,ART patients who were started on TB treatment,N/A,Female,,114764,,121810,,132546,,123977,,133762,,129543,,136943,,133048,,,
Lesotho,TX_TB,ART patients who were started on TB treatment,15+,Female,,,,,,,,,,,,,,,,,,139961,
Lesotho,TX_TB,ART patients who were started on TB treatment,<15,Unknown Sex,,,,,,,,,,,,,,,,,,4741,
Lesotho,TX_TB,ART patients who were started on TB treatment,15+,Male,,,,,,,,,,,,,,,,,,77280,
Lesotho,TX_TB,ART patients who were started on TB treatment,N/A,Unknown Sex,,5138,,5307,,7116,,6786,,5814,,5438,,5008,,4983,,,
Lesotho,TX_TB,ART patients who were started on TB treatment,N/A,Male,,62113,,65270,,71331,,67318,,71931,,70177,,75095,,74673,,,
Malawi,AGYW_PREV,DREAMS beneficiaries that have completed any DREAMS service,15-19,Female,,25052,,4204,,29067,,33249,,29566,,51782,,61289,,146419,,37288,
Malawi,AGYW_PREV,DREAMS beneficiaries that have completed any DREAMS service,20-24,Female,,8210,,983,,7170,,9195,,10041,,19425,,25527,,70333,,30287,
Malawi,AGYW_PREV,DREAMS beneficiaries that have completed any DREAMS service,14-Oct,Unknown Sex,,31852,,6038,,51409,,60044,,58548,,85440,,50201,,69379,,32322,
Malawi,AGYW_PREV,DREAMS beneficiaries that have completed any DREAMS service,25-29,Female,,,,27,,22,,64,,405,,1017,,1464,,4868,,524,
Malawi,HTS_SELF,Individual HIV self-test kits distributed,25-29,Female,459,2668,3945,5054,5103,4783,5486,20436,24240,20695,24880,25076,21128,18145,19140,20017,19724,18612,18633
Malawi,HTS_SELF,Individual HIV self-test kits distributed,40-44,Female,211,945,1083,1266,1072,1081,1208,4617,5001,4563,5281,5884,4605,3991,4149,3921,3822,3446,3283
Malawi,HTS_SELF,Individual HIV self-test kits distributed,30-34,Male,575,4257,6314,6718,5778,7341,4640,14639,18209,16327,19554,20800,18193,17063,17566,17919,17627,15980,17738
Malawi,HTS_SELF,Individual HIV self-test kits distributed,20-24,Male,1095,7841,9767,10202,8049,8685,5105,17480,24436,19993,25430,25674,22545,23439,21154,20940,23129,20479,22741
Malawi,HTS_SELF,Individual HIV self-test kits distributed,25-29,Male,822,5733,7296,8972,7730,9149,5693,17107,23622,20549,24538,25737,23101,23115,22907,23994,24511,22323,24110
Malawi,HTS_SELF,Individual HIV self-test kits distributed,50+,Female,278,983,690,676,618,575,461,1990,2532,1873,2560,2254,1770,960,1463,1355,1277,975,973
Malawi,HTS_SELF,Individual HIV self-test kits distributed,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Malawi,HTS_SELF,Individual HIV self-test kits distributed,35-39,Male,510,3285,4026,4707,3950,5106,3524,9313,11685,10362,13156,13883,11293,10110,10478,10984,10475,9084,10581
Malawi,HTS_SELF,Individual HIV self-test kits distributed,35-39,Female,314,1592,2100,2234,2112,1916,2329,8637,9499,8112,9926,9853,8290,7152,7383,7344,6835,5939,6083
Malawi,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Male,,7,,560,205,19876,29824,255,648,72,184,143,322,356,36,33,45,126,20
Malawi,HTS_SELF,Individual HIV self-test kits distributed,50+,Male,352,1620,1511,1682,1239,1199,867,3168,4218,3116,4385,4234,3080,1808,2552,2575,2416,2104,2231
Malawi,HTS_SELF,Individual HIV self-test kits distributed,30-34,Female,407,2080,2994,3629,3375,3220,3643,13988,15844,13556,16428,16511,14034,11985,12313,12816,12506,11435,12078
Malawi,HTS_SELF,Individual HIV self-test kits distributed,45-49,Male,207,1411,1795,1740,1417,1599,1166,2970,4025,3386,4436,4830,3736,3326,3151,3488,3245,2733,2982
Malawi,HTS_SELF,Individual HIV self-test kits distributed,15-19,Female,393,5095,8353,6515,4829,3745,3369,18114,21809,15791,25011,24745,23471,36443,37495,29343,18244,24037,27618
Malawi,HTS_SELF,Individual HIV self-test kits distributed,20-24,Female,711,4709,7714,6365,6015,5667,6263,28629,33734,25651,34732,35704,29950,34253,35679,32447,28506,33894,32618
Malawi,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Unknown Sex,,,,,,3,,28,55,36,136,141,86,3,1085,,61,22,243
Malawi,HTS_SELF,Individual HIV self-test kits distributed,40-44,Male,292,2222,3069,3472,2634,3302,2346,6742,8465,7501,9244,10306,8671,7108,7746,8064,7485,6305,7543
Malawi,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Female,,4,1,1222,227,21040,34125,2114,676,1419,908,397,599,1226,344,60,782,991,2664
Malawi,HTS_SELF,Individual HIV self-test kits distributed,45-49,Female,135,574,659,671,515,513,581,2057,2536,2150,2647,2826,2100,2040,1731,1754,1540,1401,1342
Malawi,HTS_SELF,Individual HIV self-test kits distributed,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Malawi,HTS_SELF,Individual HIV self-test kits distributed,15-19,Male,1298,7205,8656,9231,5169,4069,1935,9689,13540,10163,13746,13879,11750,14898,10998,9968,11558,10463,11810
Malawi,HTS_SELF,Individual HIV self-test kits distributed,14-Oct,Unknown Sex,,1681,2975,2375,1197,1134,862,4003,6143,4808,9444,9096,5165,14152,4214,3200,3292,7746,5024
Malawi,HTS_TST,Individuals tested for HIV and received their results,15-19,Male,24448,20203,20351,29977,23089,15645,5260,14263,18903,15483,17556,20370,20446,19048,18548,17019,21029,22377,24890
Malawi,HTS_TST,Individuals tested for HIV and received their results,35-39,Female,19573,19616,19535,20560,21818,18136,14916,18788,19911,19269,19102,19193,20995,29823,27264,29528,30625,30729,35144
Malawi,HTS_TST,Individuals tested for HIV and received their results,25-29,Male,28273,25416,26148,29682,28205,21094,14366,17728,22815,21377,22772,22774,24067,30738,29104,29711,33344,33707,37771
Malawi,HTS_TST,Individuals tested for HIV and received their results,45-49,Male,5873,6208,5663,6186,6338,5068,3858,4946,5626,4715,5039,5166,5412,7489,7321,7216,8342,8473,9458
Malawi,HTS_TST,Individuals tested for HIV and received their results,50+,Male,10009,10583,9447,10199,10689,7803,5242,7121,8708,7271,7731,8143,8478,12773,12310,13095,12929,13444,15677
Malawi,HTS_TST,Individuals tested for HIV and received their results,20-24,Male,35370,27946,30187,35860,34017,26985,16785,22690,32291,29917,33116,32715,32161,41910,36365,36215,43474,45392,49115
Malawi,HTS_TST,Individuals tested for HIV and received their results,40-44,Male,8687,9657,8501,9070,9431,7661,5779,7339,8017,7668,8078,7815,9109,11982,11843,12026,11980,12053,13909
Malawi,HTS_TST,Individuals tested for HIV and received their results,Unknown Age,Male,1321,224576,204325,206492,153637,208532,112984,101636,103223,97434,94900,77416,82685,45154,64277,71355,48074,54718,45761
Malawi,HTS_TST,Individuals tested for HIV and received their results,20-24,Female,63398,56797,60006,62394,70573,57022,51790,64898,74799,72932,64958,72144,78367,109018,97677,101050,112619,119818,127663
Malawi,HTS_TST,Individuals tested for HIV and received their results,Unknown Age,Female,90253,447563,406669,404633,316224,404478,237917,222034,242807,191719,190542,169205,173817,86572,128549,151621,94463,116381,100141
Malawi,HTS_TST,Individuals tested for HIV and received their results,30-34,Female,28567,27075,27951,29055,31177,25486,21968,26160,28258,27382,26474,27236,30272,44333,40198,42759,46864,48712,54039
Malawi,HTS_TST,Individuals tested for HIV and received their results,<05,Unknown Sex,,,,,,,,,,,,,,,,,,,
Malawi,HTS_TST,Individuals tested for HIV and received their results,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Malawi,HTS_TST,Individuals tested for HIV and received their results,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Malawi,HTS_TST,Individuals tested for HIV and received their results,15-19,Female,44052,40499,40677,41635,52696,33554,32064,47025,57882,57393,47324,53149,58877,79005,70636,70949,84121,88783,87969
Malawi,HTS_TST,Individuals tested for HIV and received their results,Retired Age Band,Unknown Sex,1,5,2,1,4,1,1,7,3,1,,1,,2,1,,,,
Malawi,HTS_TST,Individuals tested for HIV and received their results,4-Jan,Unknown Sex,28978,29681,20509,20460,24913,17665,13314,16967,23070,21423,21179,20225,22372,30227,26259,23276,24575,26928,31262
Malawi,HTS_TST,Individuals tested for HIV and received their results,<10,Unknown Sex,,,,,,,,,,,,,,,,,1,,2
Malawi,HTS_TST,Individuals tested for HIV and received their results,30-34,Male,19022,17774,17175,18815,18973,14207,10194,12620,15098,14189,15369,15714,16337,21978,20816,20925,23407,24035,26654
Malawi,HTS_TST,Individuals tested for HIV and received their results,50+,Female,11404,10506,9317,9420,10410,8065,4553,6341,7871,6523,6792,6590,6744,11755,11165,12282,11961,12476,16406
Malawi,HTS_TST,Individuals tested for HIV and received their results,<01,Unknown Sex,1013,2859,997,801,1046,1989,831,872,858,759,889,628,633,1300,861,835,735,1155,573
Malawi,HTS_TST,Individuals tested for HIV and received their results,45-49,Female,5889,6439,5393,5587,5936,5136,3493,4677,5453,4329,4424,4363,4847,7207,6973,7305,8685,9416,10757
Malawi,HTS_TST,Individuals tested for HIV and received their results,40-44,Female,9090,10396,8626,9055,9818,8758,6611,8107,8943,8045,8378,7939,9027,13902,13554,14681,12994,14520,17153
Malawi,HTS_TST,Individuals tested for HIV and received their results,25-29,Female,42953,39629,43134,45110,48573,39607,34578,41563,45891,44984,42515,44797,49880,70366,63375,67011,73214,75812,81470
Malawi,HTS_TST,Individuals tested for HIV and received their results,35-39,Male,14455,15487,13439,14684,15318,10800,8408,10233,11669,10869,11209,11819,12383,16030,15432,16315,16736,16808,18835
Malawi,HTS_TST,Individuals tested for HIV and received their results,14-Oct,Unknown Sex,19857,22479,18270,39148,24708,13384,4296,9626,17635,15117,10671,10294,10059,10467,11643,11603,10515,16119,14114
Malawi,HTS_TST,Individuals tested for HIV and received their results,9-May,Unknown Sex,13982,21094,9835,11207,12517,9122,3932,4757,10620,8163,9125,6957,8281,10568,10070,9553,9532,12274,13253
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,15-19,Female,722,714,543,590,787,460,412,651,792,710,620,610,733,783,685,608,785,685,667
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,Unknown Age,Male,96,7026,5436,6024,4459,8013,3524,3445,3032,2428,2518,2369,2295,1340,1431,1546,1052,1340,944
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,35-39,Female,1178,1283,1178,1200,1276,1018,772,1087,1269,1208,1120,1098,1130,1341,1224,1151,1044,1141,1159
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,15-19,Male,324,199,152,214,179,231,87,140,189,205,170,117,173,583,146,147,145,152,102
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,9-May,Unknown Sex,223,373,231,202,228,178,125,177,245,209,184,161,170,207,181,173,169,145,159
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,4-Jan,Unknown Sex,340,427,324,315,468,311,233,277,372,367,327,292,364,411,377,259,290,322,306
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,25-29,Male,1308,1230,1087,963,1142,863,637,772,1025,1006,922,907,959,1229,1044,908,878,839,869
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,Retired Age Band,Unknown Sex,,,,,,1,,,,,,,,,,,,,
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,<01,Unknown Sex,15,28,24,9,16,28,10,36,8,50,13,25,8,13,24,35,37,13,12
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,30-34,Male,1372,1432,1298,1282,1341,900,681,910,1101,1120,1041,1035,1119,1464,1110,1080,1000,1038,999
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,<05,Unknown Sex,,,,,,,,,,,,,,,,,,,
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,20-24,Female,2128,2006,1677,1836,2151,1553,1316,1871,2199,2114,1771,1964,2025,2226,1937,1856,2133,1876,2115
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,Unknown Age,Female,1798,9991,7980,8514,6737,11314,5833,4297,4894,3817,3801,3546,3752,1909,2159,2413,1644,2126,1575
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,40-44,Female,577,685,638,592,700,540,498,591,637,573,666,550,626,801,761,700,652,673,698
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,50+,Female,416,473,386,410,432,342,271,319,356,333,373,311,365,509,486,436,381,488,531
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,20-24,Male,815,635,564,486,653,553,370,480,651,619,558,518,598,1283,564,526,519,522,525
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,45-49,Male,633,675,625,603,705,466,424,507,590,571,585,567,601,745,703,614,640,691,643
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,50+,Male,525,720,617,580,661,483,346,463,508,540,573,551,606,786,712,712,662,708,728
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,30-34,Female,1751,1812,1461,1551,1721,1233,1033,1414,1572,1466,1440,1336,1442,1688,1465,1520,1457,1541,1546
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,25-29,Female,2123,2119,1842,1846,2206,1578,1331,1796,2090,2041,1904,1848,2065,2210,1892,1901,1980,1940,1964
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,40-44,Male,873,1092,884,939,1065,813,579,787,862,949,855,817,980,1162,1014,959,868,814,836
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,14-Oct,Unknown Sex,337,458,314,502,357,233,152,266,304,338,285,221,197,266,271,226,217,184,193
Malawi,HTS_TST_POS,Individuals newly tested positive for HIV,45-49,Female,387,453,402,369,401,326,251,333,382,353,371,322,387,435,455,412,389,392,401
